,"Date","Num","P. O. #","Name","Source Name","Memo","Deliv Date","Qty","Rcv'd","Backordered","Amount","Item","Open Balance","Inventory Site"
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP-PoE  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 6x 2.5GbE/GbE, USB...","10/15/2025",4,0,4,2900.00,"Nuvo-11000 Series:Nuvo-11006LP-PoE",2900.00,"WH01S-NTA"
"Total Nuvo-11006LP-PoE",,,,,,,,4,0,4,2900.00,,2900.00,
"Nuvo-11006LP-PoE-10G",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11006LP-PoE-10G  Intel® Core™ Ultra 200 Series Rugged Embedded Computer with 10GbE, 6x 2.5G...","10/15/2025",4,0,4,3176.00,"Nuvo-11000 Series:Nuvo-11006LP-PoE-10G",3176.00,"WH01S-NTA"
"Total Nuvo-11006LP-PoE-10G",,,,,,,,4,0,4,3176.00,,3176.00,
"Nuvo-11531",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11531  Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x 2.5GbE, 4x USB3.2.","10/15/2025",4,0,4,1980.00,"Nuvo-11000 Series:Nuvo-11531",1980.00,"WH01S-NTA"
,"09/22/2025","POD-251354","SO-20251336","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-11531  Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x 2.5GbE, 4x USB3.2. In...","10/10/2025",1,0,1,495.00,"Nuvo-11000 Series:Nuvo-11531",495.00,"Drop Ship"
"Total Nuvo-11531",,,,,,,,5,0,5,2475.00,,2475.00,
"Nuvo-11531-PoE",,,,,,,,,,,,,,
,"08/27/2025","POD-251224",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-11531-PoE  Intel® Core™ Ultra 200 Series Compact Fanless Computer with 4x PoE+ 2.5GbE, 4x U...","10/15/2025",4,0,4,2256.00,"Nuvo-11000 Series:Nuvo-11531-PoE",2256.00,"WH01S-NTA"
"Total Nuvo-11531-PoE",,,,,,,,4,0,4,2256.00,,2256.00,
"Total Nuvo-11000 Series",,,,,,,,35,0,35,24939.00,,24939.00,
"Nuvo-5608VR Series",,,,,,,,,,,,,,
"Nuvo-5608VR-i7QC-65W",,,,,,,,,,,,,,
,"08/21/2025","POD-251193","SO-20251181","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-5608VR-i7QC-65W  Intel 6th-Gen Skylake Core i7-6700 Fanless Surveillance System with 8x PoE...","10/23/2025",1,0,1,1114.00,"Nuvo-5608VR Series:Nuvo-5608VR-i7QC-65W",1114.00,"Drop Ship"
"Total Nuvo-5608VR-i7QC-65W",,,,,,,,1,0,1,1114.00,,1114.00,
"Total Nuvo-5608VR Series",,,,,,,,1,0,1,1114.00,,1114.00,
"Nuvo-7000 Series",,,,,,,,,,,,,,
"Nuvis-7306RT-DTIO(EA)",,,,,,,,,,,,,,
,"08/29/2025","POD-251246","SO-20251227","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvis-7306RT-DTIO(EA)  Intel® 8th/ 9th-Gen Core™ i machine vision controller with vision-specifi...","09/10/2025",1,0,1,907.00,"Nuvo-7000 Series:Nuvis-7306RT-DTIO(EA)",907.00,"WH01S-NTA"
,"09/15/2025","POD-251318","SO-20251299","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvis-7306RT-DTIO(EA)  Intel® 8th/ 9th-Gen Core™ i machine vision controller with vision-specifi...","10/01/2025",1,0,1,907.00,"Nuvo-7000 Series:Nuvis-7306RT-DTIO(EA)",907.00,"WH01S-NTA"
"Total Nuvis-7306RT-DTIO(EA)",,,,,,,,2,0,2,1814.00,,1814.00,
"Nuvo-7006LP",,,,,,,,,,,,,,
,"09/08/2025","POD-251278","SO-20251260","INFLEXION POINT, LLC","Neousys Technology Incorp.","Nuvo-7006LP  Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, MezIO i...","09/24/2025",20,0,20,11960.00,"Nuvo-7000 Series:Nuvo-7006LP",11960.00,"WH01S-NTA"
"Total Nuvo-7006LP",,,,,,,,20,0,20,11960.00,,11960.00,
"Nuvo-7006P-PoE-i7HC",,,,,,,,,,,,,,
,"09/16/2025","POD-251329","SO-20251312","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-7006P-PoE-i7HC  Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controller with 6x...","10/03/2025",1,0,1,1027.00,"Nuvo-7000 Series:Nuvo-7006P-PoE-i7HC",1027.00,"Drop Ship"
"Total Nuvo-7006P-PoE-i7HC",,,,,,,,1,0,1,1027.00,,1027.00,
"Nuvo-7501",,,,,,,,,,,,,,
,"09/15/2025","POD-251316",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-7501  Intel® 8th-Gen Coffee Lake Core™ i7/i5/i3 compact fanless embedded computer with 2xGb...","10/01/2025",4,0,4,1488.00,"Nuvo-7000 Series:Nuvo-7501",1488.00,"WH01S-NTA"
"Total Nuvo-7501",,,,,,,,4,0,4,1488.00,,1488.00,
"Nuvo-7531-i7OCG9",,,,,,,,,,,,,,
,"08/28/2025","POD-251233","SO-20251234","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-7531-i7OCG9  Intel® 9th/ 8th -Gen Core™ i7/i5/i3 Compact Fanless Computer with 4x GbE , 4x ...","09/18/2025",1,0,1,804.00,"Nuvo-7000 Series:Nuvo-7531-i7OCG9",804.00,"Drop Ship"
"Total Nuvo-7531-i7OCG9",,,,,,,,1,0,1,804.00,,804.00,
"Total Nuvo-7000 Series",,,,,,,,28,0,28,17093.00,,17093.00,
"Nuvo-8000 Series",,,,,,,,,,,,,,
"Nuvo-8108GC-QD-A6",,,,,,,,,,,,,,
,"08/29/2025","POD-251237","SO-20251220","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-8108GC-QD-A6  Industrial-grade edge AI platform supporting NVIDIA® Quadro RTX 4000, RTX A40...","09/10/2025",8,0,8,7016.00,"Nuvo-8000 Series:Nuvo-8108GC-QD-A6",7016.00,"WH01S-NTA"
"Total Nuvo-8108GC-QD-A6",,,,,,,,8,0,8,7016.00,,7016.00,
"Total Nuvo-8000 Series",,,,,,,,8,0,8,7016.00,,7016.00,
"Nuvo-9000 Series",,,,,,,,,,,,,,
"Nuvo-9002LP",,,,,,,,,,,,,,
,"09/03/2025","POD-251255",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9002LP  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 2x GbE, Mez...","09/22/2025",4,0,4,2412.00,"Nuvo-9000 Series:Nuvo-9002LP",2412.00,"WH01S-NTA"
,"09/16/2025","POD-251330","SO-20251315","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9002LP  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 2x GbE, Mez...","10/03/2025",12,0,12,7236.00,"Nuvo-9000 Series:Nuvo-9002LP",7236.00,"Drop Ship"
"Total Nuvo-9002LP",,,,,,,,16,0,16,9648.00,,9648.00,
"Nuvo-9006DE-PoE-UL",,,,,,,,,,,,,,
,"08/29/2025","POD-251248",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","09/10/2025",5,0,5,3970.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL",3970.00,"WH01S-NTA"
,"09/11/2025","POD-251298",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","09/24/2025",4,0,4,3176.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL",3176.00,"WH01S-NTA"
,"09/22/2025","POD-251351",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","10/16/2025",6,0,6,4764.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL",4764.00,"WH01S-NTA"
,"10/01/2025","POD-251394",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006DE-PoE-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x G...","10/16/2025",5,0,5,3970.00,"Nuvo-9000 Series:Nuvo-9006DE-PoE-UL",3970.00,"WH01S-NTA"
"Total Nuvo-9006DE-PoE-UL",,,,,,,,20,0,20,15880.00,,15880.00,
"Nuvo-9006E",,,,,,,,,,,,,,
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006E  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE, 1-sl...","10/01/2025",2,0,2,1362.00,"Nuvo-9000 Series:Nuvo-9006E",1362.00,"WH01S-NTA"
"Total Nuvo-9006E",,,,,,,,2,0,2,1362.00,,1362.00,
"Nuvo-9006E-i9IC-65W",,,,,,,,,,,,,,
,"09/10/2025","POD-251296","SO-20251288","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006E-i9IC-65W  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x ...","10/17/2025",2,0,2,2460.00,"Nuvo-9000 Series:Nuvo-9006E-i9IC-65W",2460.00,"Drop Ship"
"Total Nuvo-9006E-i9IC-65W",,,,,,,,2,0,2,2460.00,,2460.00,
"Nuvo-9006E-PoE-UL",,,,,,,,,,,,,,
,"09/15/2025","POD-251315","SO-20251296","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006E-PoE-UL  Intel® 14th/ 13th/12th -Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ Gb...","10/01/2025",6,0,6,4584.00,"Nuvo-9000 Series:Nuvo-9006E-PoE-UL",4584.00,"WH01S-NTA"
,"09/26/2025","POD-251372",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006E-PoE-UL  Intel® 14th/ 13th/12th -Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ Gb...","10/16/2025",3,0,3,2292.00,"Nuvo-9000 Series:Nuvo-9006E-PoE-UL",2292.00,"WH01S-NTA"
"Total Nuvo-9006E-PoE-UL",,,,,,,,9,0,9,6876.00,,6876.00,
"Nuvo-9006E-UL",,,,,,,,,,,,,,
,"09/08/2025","POD-251282","SO-20251272","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006E-UL  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE, 1...","10/08/2025",4,0,4,2724.00,"Nuvo-9000 Series:Nuvo-9006E-UL",2724.00,"Drop Ship"
"Total Nuvo-9006E-UL",,,,,,,,4,0,4,2724.00,,2724.00,
"Nuvo-9006LP",,,,,,,,,,,,,,
,"09/09/2025","POD-251288",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006LP  Intel® 14th/ 13th/12th-Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ GbE, USB ...","09/24/2025",2,0,2,1304.00,"Nuvo-9000 Series:Nuvo-9006LP",1304.00,"WH01S-NTA"
,"09/18/2025","POD-251339",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9006LP  Intel® 14th/ 13th/12th-Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ GbE, USB ...","10/15/2025",2,0,2,1304.00,"Nuvo-9000 Series:Nuvo-9006LP",1304.00,"WH01S-NTA"
,"10/01/2025","POD-251398","SO-20251403","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP  Intel® 14th/ 13th/12th-Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ GbE, USB ...","10/17/2025",10,0,10,6520.00,"Nuvo-9000 Series:Nuvo-9006LP",6520.00,"Drop Ship"
,"10/01/2025","POD-251399","SO-20251404","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP  Intel® 14th/ 13th/12th-Gen Core™ Rugged Embedded Computer with 6x 2.5GbE/ GbE, USB ...","10/17/2025",2,0,2,1304.00,"Nuvo-9000 Series:Nuvo-9006LP",1304.00,"Drop Ship"
"Total Nuvo-9006LP",,,,,,,,16,0,16,10432.00,,10432.00,
"Nuvo-9006LP-i5HC",,,,,,,,,,,,,,
,"09/22/2025","POD-251356","SO-20251339","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-i5HC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded controller with ...","10/31/2025",10,0,10,8860.00,"Nuvo-9000 Series:Nuvo-9006LP-i5HC",8860.00,"Drop Ship"
"Total Nuvo-9006LP-i5HC",,,,,,,,10,0,10,8860.00,,8860.00,
"Nuvo-9006LP-PoE",,,,,,,,,,,,,,
,"09/02/2025","POD-251254","SO-20251245","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE,...","10/08/2025",5,0,5,3675.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE",3675.00,"Drop Ship"
,"09/11/2025","POD-251302","SO-20251293","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ fanless embedded controller with 6x GbE,...","10/15/2025",5,0,5,3675.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE",3675.00,"Drop Ship"
"Total Nuvo-9006LP-PoE",,,,,,,,10,0,10,7350.00,,7350.00,
"Nuvo-9006LP-PoE-i5HC",,,,,,,,,,,,,,
,"09/11/2025","POD-251303","SO-20251292","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i5HC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded controller w...","10/17/2025",6,0,6,5814.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i5HC",5814.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i5HC",,,,,,,,6,0,6,5814.00,,5814.00,
"Nuvo-9006LP-PoE-i9HC",,,,,,,,,,,,,,
,"08/26/2025","POD-251220","SO-20251209","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i9HC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded controller w...","10/09/2025",4,0,4,5100.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i9HC",5100.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i9HC",,,,,,,,4,0,4,5100.00,,5100.00,
"Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,,,,,,,,
,"08/26/2025","POD-251220","SO-20251209","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i9IC14-65W-DS  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded con...","10/09/2025",2,0,2,2560.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i9IC14-65W-DS",2560.00,"Drop Ship"
,"09/29/2025","POD-251376","SO-20251379","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9006LP-PoE-i9IC14-65W-DS  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ fanless embedded con...","10/17/2025",4,0,4,5120.00,"Nuvo-9000 Series:Nuvo-9006LP-PoE-i9IC14-65W-DS",5120.00,"Drop Ship"
"Total Nuvo-9006LP-PoE-i9IC14-65W-DS",,,,,,,,6,0,6,7680.00,,7680.00,
"Nuvo-9160GC-PoE",,,,,,,,,,,,,,
,"08/29/2025","POD-251247","SO-20251229","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9160GC-PoE  Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 13th/ ...","09/17/2025",6,0,6,5088.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE",5088.00,"WH01S-NTA"
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9160GC-PoE  Ruggedized GPU-Computing Platform Supporting 130W nVidia® GPU and Intel® 13th/ ...","10/01/2025",7,0,7,5936.00,"Nuvo-9000 Series:Nuvo-9160GC-PoE",5936.00,"WH01S-NTA"
"Total Nuvo-9160GC-PoE",,,,,,,,13,0,13,11024.00,,11024.00,
"Nuvo-9204VTC-i9IC-65W",,,,,,,,,,,,,,
,"09/30/2025","POD-251392","SO-20251396","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9204VTC-i9IC-65W  Intel® 14th/ 13th/ 12th-Gen Core™ In-Vehicle Computer with 4x RJ45 PoE+ p...","10/17/2025",3,0,3,4515.00,"Nuvo-9000 Series:Nuvo-9204VTC-i9IC-65W",4515.00,"Drop Ship"
"Total Nuvo-9204VTC-i9IC-65W",,,,,,,,3,0,3,4515.00,,4515.00,
"Nuvo-9208VTC",,,,,,,,,,,,,,
,"09/22/2025","POD-251351",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9208VTC  Intel® 13th/ 12th-Gen Core™ In-Vehicle Computer with 8x RJ45 PoE+ ports, USB 3.2 T...","10/16/2025",2,0,2,2038.00,"Nuvo-9000 Series:Nuvo-9208VTC",2038.00,"WH01S-NTA"
"Total Nuvo-9208VTC",,,,,,,,2,0,2,2038.00,,2038.00,
"Nuvo-9501",,,,,,,,,,,,,,
,"08/26/2025","POD-251221","SO-20251217","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/08/2025",42,0,42,16254.00,"Nuvo-9000 Series:Nuvo-9501",16254.00,"Drop Ship"
,"09/11/2025","POD-251298",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","09/24/2025",2,0,2,774.00,"Nuvo-9000 Series:Nuvo-9501",774.00,"WH01S-NTA"
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/01/2025",2,0,2,774.00,"Nuvo-9000 Series:Nuvo-9501",774.00,"WH01S-NTA"
,"09/16/2025","POD-251328","SO-20251313","Industrial PC, Inc.","Neousys Technology Incorp.","Nuvo-9501  Intel® Alder Lake 13th/ 12th-Gen Core™compact fanless computer with 2x GbE and 4x USB...","10/08/2025",30,0,30,11610.00,"Nuvo-9000 Series:Nuvo-9501",11610.00,"Drop Ship"
"Total Nuvo-9501",,,,,,,,76,0,76,29412.00,,29412.00,
"Nuvo-9531-FT",,,,,,,,,,,,,,
,"09/12/2025","POD-251306","SO-20251294","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-FT  Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE...","09/24/2025",1,0,1,524.00,"Nuvo-9000 Series:Nuvo-9531-FT",524.00,"WH01S-NTA"
,"09/16/2025","POD-251325",,"Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-FT  Intel® 13th/12th -Gen Core™ i9/ i7/ i5/ i3 compact fanless computer with 4x 2.5GbE...","10/01/2025",1,0,1,524.00,"Nuvo-9000 Series:Nuvo-9531-FT",524.00,"WH01S-NTA"
"Total Nuvo-9531-FT",,,,,,,,2,0,2,1048.00,,1048.00,
"Nuvo-9531-i3QC",,,,,,,,,,,,,,
,"09/29/2025","POD-251374","SO-20251373","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9531-i3QC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™compact fanless computer with 4xGbE ...","10/17/2025",5,0,5,3220.00,"Nuvo-9000 Series:Nuvo-9531-i3QC",3220.00,"Drop Ship"
,"09/29/2025","POD-251375","SO-20251374","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9531-i3QC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™compact fanless computer with 4xGbE ...","10/17/2025",5,0,5,3220.00,"Nuvo-9000 Series:Nuvo-9531-i3QC",3220.00,"Drop Ship"
"Total Nuvo-9531-i3QC",,,,,,,,10,0,10,6440.00,,6440.00,
"Nuvo-9531-PoE",,,,,,,,,,,,,,
,"09/08/2025","POD-251275","SO-20251253","Neousys Technology Incorp.","Neousys Technology Incorp.","Nuvo-9531-PoE  Intel® Alder Lake 13th/ 12th-Gen Core™ compact fanless computer with 4x PoE+ , 4x...","10/01/2025",8,0,8,4664.00,"Nuvo-9000 Series:Nuvo-9531-PoE",4664.00,"WH01S-NTA"
"Total Nuvo-9531-PoE",,,,,,,,8,0,8,4664.00,,4664.00,
"Nuvo-9531-PoE-i3QC",,,,,,,,,,,,,,
,"09/29/2025","POD-251374","SO-20251373","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9531-PoE-i3QC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ compact fanless computer with 4...","10/17/2025",5,0,5,3635.00,"Nuvo-9000 Series:Nuvo-9531-PoE-i3QC",3635.00,"Drop Ship"
,"09/29/2025","POD-251375","SO-20251374","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9531-PoE-i3QC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ compact fanless computer with 4...","10/17/2025",5,0,5,3635.00,"Nuvo-9000 Series:Nuvo-9531-PoE-i3QC",3635.00,"Drop Ship"
"Total Nuvo-9531-PoE-i3QC",,,,,,,,10,0,10,7270.00,,7270.00,
"Nuvo-9531-PoE-i9IC",,,,,,,,,,,,,,
,"09/19/2025","POD-251346","SO-20251334","CoastIPC, Inc.","Neousys Technology Incorp.","Nuvo-9531-PoE-i9IC  Intel® Alder Lake 14th/ 13th/ 12th-Gen Core™ compact fanless computer with 4...","10/03/2025",3,0,3,3396.00,"Nuvo-9000 Series:Nuvo-9531-PoE-i9IC",3396.00,"Drop Ship"
"Total Nuvo-9531-PoE-i9IC",,,,,,,,3,0,3,3396.00,,3396.00,
"Total Nuvo-9000 Series",,,,,,,,232,0,232,153993.00,,153993.00,
"POC-300 Series",,,,,,,,,,,,,,
"POC-300",,,,,,,,,,,,,,
,"09/18/2025","POD-251343","SO-20251328","CoastIPC, Inc.","Neousys Technology Incorp.","POC-300  Intel Atom E3950 Quad-Core Fanless Embedded Controller. Two PoE+ ports, one GbE Port, a...","10/03/2025",4,0,4,1528.00,"POC-300 Series:POC-300",1528.00,"Drop Ship"
"Total POC-300",,,,,,,,4,0,4,1528.00,,1528.00,
"POC-330",,,,,,,,,,,,,,
,"07/25/2025","POD-251059","SO-20251032","Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","10/22/2025",25,0,25,8950.00,"POC-300 Series:POC-330",8950.00,"WH01S-NTA"
,"07/25/2025","POD-251060",,"Automated Environments","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","11/19/2025",25,0,25,8950.00,"POC-300 Series:POC-330",8950.00,"WH01S-NTA"
,"09/22/2025","POD-251357","SO-20251342","CoastIPC, Inc.","Neousys Technology Incorp.","POC-330  Intel Premium Apollo Lake N4200 Ultra-Compact fanless DIN-Rail Controller with 3x GbE a...","10/10/2025",4,0,4,1432.00,"POC-300 Series:POC-330",1432.00,"Drop Ship"
"Total POC-330",,,,,,,,54,0,54,19332.00,,19332.00,
"POC-351VTC",,,,,,,,,,,,,,
,"08/26/2025","POD-251222","SO-20251218","CoastIPC, Inc.","Neousys Technology Incorp.","POC-351VTC  Intel Apollo Lake Atom E3950 ultra-compact in-vehicle controller with 1x GbE, 2x PoE...","10/09/2025",5,0,5,2130.00,"POC-300 Series:POC-351VTC",2130.00,"Drop Ship"
"Total POC-351VTC",,,,,,,,5,0,5,2130.00,,2130.00,
"Total POC-300 Series",,,,,,,,63,0,63,22990.00,,22990.00,
"POC-400 Series",,,,,,,,,,,,,,
"Cblkit-M12-POC-465AWP",,,,,,,,,,,,,,
,"09/30/2025","POD-251378","SO-20251367","Maritime Applied Physics Corporation","Neousys Technology Incorp.","Cblkit-M12-POC-465AWP  POC-465AWP M12 cable kit, including 2x Cbl-M12X8M-RJ45F-100CM, 1x Cbl-M12...","10/15/2025",10,0,10,880.00,"POC-400 Series:Cblkit-M12-POC-465AWP",880.00,"WH01S-NTA"
,"09/30/2025","POD-251379","SO-20251368","Maritime Applied Physics Corporation","Neousys Technology Incorp.","Cblkit-M12-POC-465AWP  POC-465AWP M12 cable kit, including 2x Cbl-M12X8M-RJ45F-100CM, 1x Cbl-M12...","10/15/2025",30,0,30,2640.00,"POC-400 Series:Cblkit-M12-POC-465AWP",2640.00,"WH01S-NTA"
"Total Cblkit-M12-POC-465AWP",,,,,,,,40,0,40,3520.00,,3520.00,
"POC-40",,,,,,,,,,,,,,
,"09/18/2025","POD-251340",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-40  Intel® Elkhart Lake Atom® x6211E Extreme-compact Embedded Controller.","10/15/2025",1,0,1,274.00,"POC-400 Series:POC-40",274.00,"WH01S-NTA"
"Total POC-40",,,,,,,,1,0,1,274.00,,274.00,
"POC-40+IGN",,,,,,,,,,,,,,
,"09/26/2025","POD-251373","SO-20251357","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-40+IGN  Intel® Elkhart Lake x6413E Extreme-compact IOT Gateway Computer with 2x GbE, 2x USB ...","10/16/2025",4,0,4,1256.00,"POC-400 Series:POC-40+IGN",1256.00,"WH01S-NTA"
"Total POC-40+IGN",,,,,,,,4,0,4,1256.00,,1256.00,
"POC-400",,,,,,,,,,,,,,
,"09/09/2025","POD-251287","SO-20251265","Neousys Technology Incorp.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","09/24/2025",1,0,1,412.00,"POC-400 Series:POC-400",412.00,"WH01S-NTA"
,"09/15/2025","POD-251321",,"Neousys Technology Incorp.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/01/2025",1,0,1,412.00,"POC-400 Series:POC-400",412.00,"WH01S-NTA"
,"09/16/2025","POD-251326","SO-20251308","CoastIPC, Inc.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/03/2025",140,0,140,57680.00,"POC-400 Series:POC-400",57680.00,"Drop Ship"
,"09/17/2025","POD-251333","SO-20251311","The Alliance","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/01/2025",10,0,10,4120.00,"POC-400 Series:POC-400",4120.00,"WH01S-NTA"
,"09/24/2025","POD-251367","SO-20251352","CoastIPC, Inc.","Neousys Technology Incorp.","POC-400  Intel® Elkhart Lake ultra-compact embedded controller with 1x 2.5GbE port, 2x PoE+ port...","10/10/2025",5,0,5,2060.00,"POC-400 Series:POC-400",2060.00,"Drop Ship"
"Total POC-400",,,,,,,,157,0,157,64684.00,,64684.00,
"POC-410",,,,,,,,,,,,,,
